"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"G alpha (q) signalling events"	"G alpha (q) signalling events"	"22/248"	"189/7644"	1.67089951637032e-07	9.09880736641654e-06	8.10666081148086e-06	"CCK/ITPR1/PRKCE/GNG2/CHRM1/PLCB1/CHRM3/DGKB/HTR2A/RASGRP1/GRM1/TAC3/MCHR1/ADRA1B/GRM5/TAC1/HTR2C/CHRM5/GNG13/MCHR2/TACR1/ADRA1D"	22
"M1"	"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	"9/248"	"30/7644"	2.71554279226215e-07	1.25123856351156e-05	1.11480177787604e-05	"NSF/PRKCB/GRIA2/PRKCG/CAMK2D/CACNG3/AKAP5/CACNG2/GRIP1"	9
"M1"	"Trafficking of AMPA receptors"	"Trafficking of AMPA receptors"	"9/248"	"30/7644"	2.71554279226215e-07	1.25123856351156e-05	1.11480177787604e-05	"NSF/PRKCB/GRIA2/PRKCG/CAMK2D/CACNG3/AKAP5/CACNG2/GRIP1"	9
"M1"	"Potassium Channels"	"Potassium Channels"	"15/248"	"99/7644"	5.7400401446971e-07	2.4559171761954e-05	2.18812056643716e-05	"GABBR2/GNG2/KCNJ4/KCNS1/KCNQ5/KCNC2/KCNJ3/KCNA1/KCNV1/HCN1/KCND2/KCNS2/KCNA4/KCNB2/KCNH1"	15
"M1"	"Neurotransmitter Release Cycle"	"Neurotransmitter Release Cycle"	"10/248"	"42/7644"	6.35415573084913e-07	2.53742618851908e-05	2.26074172318632e-05	"SNAP25/SYT1/STXBP1/SYN2/RAB3A/GAD1/GAD2/SLC32A1/SLC1A7/SYN3"	10
"M1"	"Voltage gated Potassium channels"	"Voltage gated Potassium channels"	"10/248"	"43/7644"	8.04605763226751e-07	3.01224282608015e-05	2.6837836970787e-05	"KCNS1/KCNQ5/KCNC2/KCNA1/KCNV1/KCND2/KCNS2/KCNA4/KCNB2/KCNH1"	10
"M1"	"GABA synthesis, release, reuptake and degradation"	"GABA synthesis, release, reuptake and degradation"	"7/248"	"19/7644"	1.25513345231899e-06	4.42249963493572e-05	3.94026415062369e-05	"SNAP25/SYT1/STXBP1/RAB3A/GAD1/GAD2/SLC32A1"	7
"M1"	"Ion channel transport"	"Ion channel transport"	"19/248"	"167/7644"	1.70803099998953e-06	5.68394760552072e-05	5.06416208768826e-05	"ATP1A3/ATP1B1/ATP2B1/GABRB3/RYR2/GABRA5/UNC80/GABRA1/GABRG2/GABRB2/ATP8A2/GABRA2/ATP2B3/GLRB/GABRA3/ANO3/GABRA4/GLRA3/GLRA2"	19
"M1"	"Gastrin-CREB signalling pathway via PKC and MAPK"	"Gastrin-CREB signalling pathway via PKC and MAPK"	"22/248"	"217/7644"	1.8335999611641e-06	5.78066514072261e-05	5.15033340892077e-05	"CCK/ITPR1/PRKCE/GNG2/CHRM1/PLCB1/CHRM3/DGKB/HTR2A/RASGRP1/GRM1/TAC3/MCHR1/ADRA1B/GRM5/TAC1/HTR2C/CHRM5/GNG13/MCHR2/TACR1/ADRA1D"	22
"M1"	"Axon guidance"	"Axon guidance"	"27/248"	"327/7644"	6.55649420863543e-06	0.000196367001548631	0.000174954871777798	"DNM1/SCN3B/PAK1/SH3GL2/NGEF/CDK5R1/CHL1/L1CAM/SCN2A/CAP2/GRIN2B/EPHA4/PAK3/PLXNA4/SCN1A/CACNB4/SCN8A/SCN3A/MET/GFRA2/ROBO2/EPHA5/UNC5D/SEMA3A/EPHA3/CNTN6/SCN7A"	27
"M1"	"Dopamine Neurotransmitter Release Cycle"	"Dopamine Neurotransmitter Release Cycle"	"6/248"	"18/7644"	1.46804581326455e-05	0.000399708837338849	0.00035612403221298	"SNAP25/SYT1/STXBP1/SYN2/RAB3A/SYN3"	6
"M1"	"Serotonin Neurotransmitter Release Cycle"	"Serotonin Neurotransmitter Release Cycle"	"6/248"	"18/7644"	1.46804581326455e-05	0.000399708837338849	0.00035612403221298	"SNAP25/SYT1/STXBP1/SYN2/RAB3A/SYN3"	6
"M1"	"Serotonin receptors"	"Serotonin receptors"	"5/248"	"12/7644"	2.26893281029257e-05	0.000590909023202282	0.000526475485042715	"HTR2A/HTR5A/HTR2C/HTR1E/HTR1A"	5
"M1"	"G alpha (i) signalling events"	"G alpha (i) signalling events"	"21/248"	"236/7644"	2.42443897045394e-05	0.00060509955970913	0.000539118665798311	"RGS4/GABBR2/GNG2/CNR1/RGS7/NPY/SST/SSTR1/NPY1R/PDYN/HTR5A/OPRK1/MCHR1/PTGER3/HTR1E/OPN3/GNG13/HTR1A/NPY2R/MCHR2/CHRM2"	21
"M1"	"Interaction between L1 and Ankyrins"	"Interaction between L1 and Ankyrins"	"7/248"	"29/7644"	2.94321022997592e-05	0.000705193171102231	0.00062829793119907	"SCN3B/L1CAM/SCN2A/SCN1A/SCN8A/SCN3A/SCN7A"	7
"M1"	"L1CAM interactions"	"L1CAM interactions"	"12/248"	"97/7644"	6.41711826140354e-05	0.00147840532253105	0.00131719795891967	"DNM1/SCN3B/PAK1/SH3GL2/CHL1/L1CAM/SCN2A/SCN1A/SCN8A/SCN3A/CNTN6/SCN7A"	12
"M1"	"Trafficking of GluR2-containing AMPA receptors"	"Trafficking of GluR2-containing AMPA receptors"	"5/248"	"16/7644"	0.000112455972360892	0.00249485657200645	0.0022228139566071	"NSF/PRKCB/GRIA2/PRKCG/GRIP1"	5
"M1"	"Regulation of insulin secretion"	"Regulation of insulin secretion"	"10/248"	"77/7644"	0.000174514597402996	0.00373336585158553	0.00332627446929771	"SNAP25/STXBP1/ITPR1/GNG2/PRKAR2B/PLCB1/CHRM3/KCNC2/AKAP5/GNG13"	10
"M1"	"Opioid Signalling"	"Opioid Signalling"	"10/248"	"80/7644"	0.000240522206576655	0.00496802764618676	0.00442630703210032	"PPP3CA/PRKCG/ITPR1/PDE1A/GNG2/PRKAR2B/CAMK4/PLCB1/PDYN/GNG13"	10
"M1"	"Adherens junctions interactions"	"Adherens junctions interactions"	"6/248"	"30/7644"	0.000338427588950104	0.00675727085937041	0.00602044868763869	"CADM2/CDH13/CDH8/CDH18/CDH9/CDH12"	6
"M1"	"DAG and IP3 signaling"	"DAG and IP3 signaling"	"6/248"	"31/7644"	0.000408392339419028	0.00789119391329025	0.0070307272015432	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/CAMK4"	6
"M1"	"Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	"Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	"4/248"	"12/7644"	0.000435821541536909	0.00815803448064402	0.00726847110392148	"CACNA1B/CACNA2D1/CACNB4/CACNG2"	4
"M1"	"Glutamate Neurotransmitter Release Cycle"	"Glutamate Neurotransmitter Release Cycle"	"5/248"	"21/7644"	0.000458603782256459	0.00832435350217028	0.00741665446902791	"SNAP25/SYT1/STXBP1/RAB3A/SLC1A7"	5
"M1"	"Integration of energy metabolism"	"Integration of energy metabolism"	"11/248"	"104/7644"	0.000520308666834973	0.00916661445394555	0.00816707412028889	"SNAP25/STXBP1/ITPR1/GNG2/PRKAR2B/PLCB1/CHRM3/KCNC2/AKAP5/PRKAA2/GNG13"	11
"M1"	"EGFR interacts with phospholipase C-gamma"	"EGFR interacts with phospholipase C-gamma"	"6/248"	"33/7644"	0.000581841650789337	0.00968119857841146	0.00862554727924543	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/CAMK4"	6
"M1"	"PLC-gamma1 signalling"	"PLC-gamma1 signalling"	"6/248"	"33/7644"	0.000581841650789337	0.00968119857841146	0.00862554727924543	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/CAMK4"	6
"M1"	"PLCG1 events in ERBB2 signaling"	"PLCG1 events in ERBB2 signaling"	"6/248"	"34/7644"	0.000687600296867514	0.0111316912925308	0.00991787625922702	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/CAMK4"	6
"M1"	"G alpha (s) signalling events"	"G alpha (s) signalling events"	"12/248"	"126/7644"	0.000762933489630449	0.0120262410602273	0.0107148830815135	"PDE1A/GNG2/RXFP1/ADCYAP1/VIP/GLP2R/PTH2R/DRD5/HRH2/GNG13/PTHLH/MC4R"	12
"M1"	"Peptide ligand-binding receptors"	"Peptide ligand-binding receptors"	"15/248"	"190/7644"	0.00125930170180292	0.0193415825482039	0.0172325496036189	"CCK/NPY/SST/SSTR1/NPY1R/RXFP1/PDYN/OPRK1/TAC3/MCHR1/TAC1/NPY2R/MC4R/MCHR2/TACR1"	15
"M1"	"Sema3A PAK dependent Axon repulsion"	"Sema3A PAK dependent Axon repulsion"	"4/248"	"16/7644"	0.00144627856559568	0.0212818734315174	0.0189612684821708	"PAK1/PAK3/PLXNA4/SEMA3A"	4
"M1"	"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	"6/248"	"39/7644"	0.00145668916643107	0.0212818734315174	0.0189612684821708	"GRIA2/CAMK2D/RASGRF1/GRIN2B/CAMK4/GRIN2A"	6
"M1"	"Phospholipase C-mediated cascade"	"Phospholipase C-mediated cascade"	"7/248"	"54/7644"	0.0016736600236736	0.0238695798614402	0.021266807819612	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/CAMK4/FGF9"	7
"M1"	"Acetylcholine Neurotransmitter Release Cycle"	"Acetylcholine Neurotransmitter Release Cycle"	"4/248"	"17/7644"	0.00184355765996241	0.0245398008514996	0.0218639469848173	"SNAP25/SYT1/STXBP1/RAB3A"	4
"M1"	"Ras activation uopn Ca2+ infux through NMDA receptor"	"Ras activation uopn Ca2+ infux through NMDA receptor"	"4/248"	"17/7644"	0.00184355765996241	0.0245398008514996	0.0218639469848173	"CAMK2D/RASGRF1/GRIN2B/GRIN2A"	4
"M1"	"Unblocking of NMDA receptor, glutamate binding and activation"	"Unblocking of NMDA receptor, glutamate binding and activation"	"4/248"	"17/7644"	0.00184355765996241	0.0245398008514996	0.0218639469848173	"GRIA2/CAMK2D/GRIN2B/GRIN2A"	4
"M1"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"	"6/248"	"42/7644"	0.0021596735909379	0.0281227061080826	0.025056167290744	"ITPR1/GNG2/PRKAR2B/KCNC2/AKAP5/GNG13"	6
"M1"	"Norepinephrine Neurotransmitter Release Cycle"	"Norepinephrine Neurotransmitter Release Cycle"	"4/248"	"18/7644"	0.00231053490633397	0.0294470299764691	0.0262360850506455	"SNAP25/SYT1/STXBP1/RAB3A"	4
"M1"	"PLC beta mediated events"	"PLC beta mediated events"	"6/248"	"43/7644"	0.00244302767298403	0.0304869495024466	0.0271626103114672	"PRKCG/ITPR1/PDE1A/PRKAR2B/CAMK4/PLCB1"	6
"M1"	"G-protein mediated events"	"G-protein mediated events"	"6/248"	"44/7644"	0.00275345675662412	0.0334675716522951	0.0298182212946377	"PRKCG/ITPR1/PDE1A/PRKAR2B/CAMK4/PLCB1"	6
"M1"	"NGF signalling via TRKA from the plasma membrane"	"NGF signalling via TRKA from the plasma membrane"	"15/248"	"206/7644"	0.00279362033825501	0.0334675716522951	0.0298182212946377	"DNM1/SH3GL2/MEF2C/PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/CAMK4/KITLG/SHC3/RIT2/ADCYAP1/FGF9/NRG1"	15
"M1"	"Platelet calcium homeostasis"	"Platelet calcium homeostasis"	"4/248"	"19/7644"	0.00285297802713883	0.0335085066324737	0.0298546926678924	"ATP2B1/ITPR1/ATP2B3/SLC8A1"	4
"M1"	"Reduction of cytosolic Ca++ levels"	"Reduction of cytosolic Ca++ levels"	"3/248"	"10/7644"	0.00341839595909141	0.0385635800057019	0.0343585538404198	"ATP2B1/ATP2B3/SLC8A1"	3
"M1"	"G alpha (z) signalling events"	"G alpha (z) signalling events"	"6/248"	"46/7644"	0.00346184452045081	0.0385635800057019	0.0343585538404198	"PRKCB/RGS4/PRKCG/PRKCE/GNG2/GNG13"	6
"M1"	"Neurotoxicity of clostridium toxins"	"Neurotoxicity of clostridium toxins"	"4/248"	"20/7644"	0.00347651639450401	0.0385635800057019	0.0343585538404198	"SNAP25/SYT1/SV2B/SYT2"	4
"M1"	"Orphan transporters"	"Orphan transporters"	"10/248"	"114/7644"	0.00379873879154678	0.0413717188388458	0.0368604893265879	"TUBB2A/GABRB3/GABRA5/GABRA1/GABRG2/GABRB2/GABRA2/GABRA3/ANO3/GABRA4"	10
"M1"	"Post NMDA receptor activation events"	"Post NMDA receptor activation events"	"5/248"	"35/7644"	0.00505377687456945	0.0540573633547697	0.0481628735978705	"CAMK2D/RASGRF1/GRIN2B/CAMK4/GRIN2A"	5
"M1"	"Activation of G protein gated Potassium channels"	"Activation of G protein gated Potassium channels"	"4/248"	"25/7644"	0.00799479603496282	0.0798147137490455	0.0711116068373009	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Effects of PIP2 hydrolysis"	"Effects of PIP2 hydrolysis"	"4/248"	"25/7644"	0.00799479603496282	0.0798147137490455	0.0711116068373009	"ITPR1/PRKCE/DGKB/RASGRP1"	4
"M1"	"G protein gated Potassium channels"	"G protein gated Potassium channels"	"4/248"	"25/7644"	0.00799479603496282	0.0798147137490455	0.0711116068373009	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	"4/248"	"25/7644"	0.00799479603496282	0.0798147137490455	0.0711116068373009	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Calmodulin induced events"	"Calmodulin induced events"	"4/248"	"26/7644"	0.00921232645619763	0.0890029604397158	0.0792979543852665	"PRKCG/PDE1A/PRKAR2B/CAMK4"	4
"M1"	"CaM pathway"	"CaM pathway"	"4/248"	"26/7644"	0.00921232645619763	0.0890029604397158	0.0792979543852665	"PRKCG/PDE1A/PRKAR2B/CAMK4"	4
"M1"	"CREB phosphorylation through the activation of Ras"	"CREB phosphorylation through the activation of Ras"	"4/248"	"27/7644"	0.0105445818837366	0.100257215053306	0.0893250294913029	"CAMK2D/RASGRF1/GRIN2B/GRIN2A"	4
"M1"	"EPH-Ephrin signaling"	"EPH-Ephrin signaling"	"8/248"	"94/7644"	0.0110413588833795	0.10334021829913	0.0920718577939705	"DNM1/PAK1/NGEF/GRIN2B/EPHA4/PAK3/EPHA5/EPHA3"	8
"M1"	"CREB phosphorylation through the activation of CaMKII"	"CREB phosphorylation through the activation of CaMKII"	"3/248"	"15/7644"	0.011496223492581	0.105942121108554	0.0943900455180336	"CAMK2D/GRIN2B/GRIN2A"	3
"M1"	"Signalling by NGF"	"Signalling by NGF"	"17/248"	"287/7644"	0.0118790917106435	0.107055379229044	0.0953819124314654	"DNM1/SH3GL2/MEF2C/NGEF/PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/CAMK4/KITLG/MCF2/SHC3/RIT2/ADCYAP1/FGF9/NRG1"	17
"M1"	"Ca-dependent events"	"Ca-dependent events"	"4/248"	"28/7644"	0.0119953576715338	0.107055379229044	0.0953819124314654	"PRKCG/PDE1A/PRKAR2B/CAMK4"	4
"M1"	"Ion transport by P-type ATPases"	"Ion transport by P-type ATPases"	"5/248"	"43/7644"	0.012153198309808	0.107055379229044	0.0953819124314654	"ATP1A3/ATP1B1/ATP2B1/ATP8A2/ATP2B3"	5
"M1"	"Cell-cell junction organization"	"Cell-cell junction organization"	"6/248"	"60/7644"	0.0127108887409549	0.110345251533797	0.0983130525044109	"CADM2/CDH13/CDH8/CDH18/CDH9/CDH12"	6
"M1"	"Inositol phosphate metabolism"	"Inositol phosphate metabolism"	"5/248"	"44/7644"	0.013358293380729	0.114308824786524	0.101844432241047	"SYNJ1/PLCB1/IMPA1/NUDT11/NUDT10"	5
"M1"	"CRMPs in Sema3A signaling"	"CRMPs in Sema3A signaling"	"3/248"	"16/7644"	0.0138154415526546	0.11515628257106	0.102599482055227	"CDK5R1/PLXNA4/SEMA3A"	3
"M1"	"Platelet homeostasis"	"Platelet homeostasis"	"7/248"	"79/7644"	0.0138418236145514	0.11515628257106	0.102599482055227	"ATP2B1/ITPR1/PDE1A/GNG2/ATP2B3/SLC8A1/GNG13"	7
"M1"	"Activation of Kainate Receptors upon glutamate binding"	"Activation of Kainate Receptors upon glutamate binding"	"4/248"	"30/7644"	0.0152662482077848	0.123574090222474	0.110099400303654	"NCALD/GNG2/PLCB1/GNG13"	4
"M1"	"Glucagon-type ligand receptors"	"Glucagon-type ligand receptors"	"4/248"	"30/7644"	0.0152662482077848	0.123574090222474	0.110099400303654	"GNG2/ADCYAP1/GLP2R/GNG13"	4
"M1"	"HS-GAG biosynthesis"	"HS-GAG biosynthesis"	"4/248"	"31/7644"	0.0170925391795981	0.13471619695499	0.120026556288867	"HS3ST2/GPC5/HS6ST2/NDST3"	4
"M1"	"Inwardly rectifying K+ channels"	"Inwardly rectifying K+ channels"	"4/248"	"31/7644"	0.0170925391795981	0.13471619695499	0.120026556288867	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Signaling by Robo receptor"	"Signaling by Robo receptor"	"4/248"	"32/7644"	0.0190496993159722	0.148191816756719	0.132032775846861	"PAK1/CAP2/PAK3/ROBO2"	4
"M1"	"Semaphorin interactions"	"Semaphorin interactions"	"6/248"	"67/7644"	0.0210290032235006	0.161491960652268	0.143882653634478	"PAK1/CDK5R1/PAK3/PLXNA4/MET/SEMA3A"	6
"M1"	"EPHA-mediated growth cone collapse"	"EPHA-mediated growth cone collapse"	"4/248"	"34/7644"	0.0233658197263747	0.177166152102512	0.157847709543931	"NGEF/EPHA4/EPHA5/EPHA3"	4
"M1"	"G beta:gamma signalling through PLC beta"	"G beta:gamma signalling through PLC beta"	"3/248"	"20/7644"	0.0255735783448285	0.191482167856903	0.170602687116159	"GNG2/PLCB1/GNG13"	3
"M1"	"Presynaptic function of Kainate receptors"	"Presynaptic function of Kainate receptors"	"3/248"	"21/7644"	0.0291380724890101	0.21547784470268	0.19198184213032	"GNG2/PLCB1/GNG13"	3
"M1"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	"7/248"	"94/7644"	0.0325987683965109	0.238130027676951	0.212163999705148	"SLC12A5/SLC4A10/SLC8A1/SLC6A15/SLC17A6/SLC32A1/SLC1A7"	7
"M1"	"G alpha (12/13) signalling events"	"G alpha (12/13) signalling events"	"6/248"	"75/7644"	0.0343305349463869	0.247758920878142	0.220742945057935	"NGEF/GNG2/MCF2/ADRA1B/GNG13/ADRA1D"	6
"M1"	"Activation of GABAB receptors"	"Activation of GABAB receptors"	"4/248"	"39/7644"	0.0365775772010476	0.25776433815797	0.229657357782429	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"GABA B receptor activation"	"GABA B receptor activation"	"4/248"	"39/7644"	0.0365775772010476	0.25776433815797	0.229657357782429	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Uptake and actions of bacterial toxins"	"Uptake and actions of bacterial toxins"	"4/248"	"40/7644"	0.0396434145067872	0.267394698042457	0.238237609889334	"SNAP25/SYT1/SV2B/SYT2"	4
"M1"	"Acetylcholine regulates insulin secretion"	"Acetylcholine regulates insulin secretion"	"2/248"	"10/7644"	0.0397297631482115	0.267394698042457	0.238237609889334	"PLCB1/CHRM3"	2
"M1"	"Creatine metabolism"	"Creatine metabolism"	"2/248"	"10/7644"	0.0397297631482115	0.267394698042457	0.238237609889334	"SLC6A7/CKMT1A"	2
"M1"	"Synthesis of pyrophosphates in the cytosol"	"Synthesis of pyrophosphates in the cytosol"	"2/248"	"10/7644"	0.0397297631482115	0.267394698042457	0.238237609889334	"NUDT11/NUDT10"	2
"M1"	"Ca2+ pathway"	"Ca2+ pathway"	"5/248"	"61/7644"	0.0471420263681839	0.309519786133485	0.275769320041608	"PPP3CA/ITPR1/GNG2/PLCB1/GNG13"	5
"M1"	"Nicotinate metabolism"	"Nicotinate metabolism"	"2/248"	"11/7644"	0.0475389320939577	0.309519786133485	0.275769320041608	"NMNAT2/PTGS2"	2
"M1"	"Synthesis of IP2, IP, and Ins in the cytosol"	"Synthesis of IP2, IP, and Ins in the cytosol"	"2/248"	"11/7644"	0.0475389320939577	0.309519786133485	0.275769320041608	"SYNJ1/IMPA1"	2
"M1"	"Downstream signaling of activated FGFR"	"Downstream signaling of activated FGFR"	"9/248"	"149/7644"	0.0529521496269491	0.341057393833791	0.303868023326126	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/CAMK4/KITLG/FGF9/NRG1"	9
"M1"	"Recycling pathway of L1"	"Recycling pathway of L1"	"3/248"	"27/7644"	0.0556489050496585	0.345501492965217	0.307827531734232	"DNM1/SH3GL2/L1CAM"	3
"M1"	"CD28 dependent Vav1 pathway"	"CD28 dependent Vav1 pathway"	"2/248"	"12/7644"	0.0558521725108907	0.345501492965217	0.307827531734232	"PAK1/PAK3"	2
"M1"	"Peptide hormone biosynthesis"	"Peptide hormone biosynthesis"	"2/248"	"12/7644"	0.0558521725108907	0.345501492965217	0.307827531734232	"PCSK1/INHA"	2
"M1"	"Collagen biosynthesis and modifying enzymes"	"Collagen biosynthesis and modifying enzymes"	"5/248"	"64/7644"	0.0559493235686578	0.345501492965217	0.307827531734232	"SERPINH1/COL5A2/COL24A1/ADAMTS3/TLL1"	5
"M1"	"Cell junction organization"	"Cell junction organization"	"6/248"	"85/7644"	0.0573255351162256	0.35038770953693	0.312180948484708	"CADM2/CDH13/CDH8/CDH18/CDH9/CDH12"	6
"M1"	"G-protein activation"	"G-protein activation"	"3/248"	"28/7644"	0.0608873307350334	0.368399102124091	0.328228353882636	"GNG2/PDYN/GNG13"	3
"M1"	"Class B/2 (Secretin family receptors)"	"Class B/2 (Secretin family receptors)"	"6/248"	"87/7644"	0.0628151002756744	0.376262450651289	0.335234271997546	"GNG2/ADCYAP1/GLP2R/PTH2R/GNG13/PTHLH"	6
"M1"	"Retrograde neurotrophin signalling"	"Retrograde neurotrophin signalling"	"2/248"	"13/7644"	0.0646288439973783	0.382182487453561	0.340508779789044	"DNM1/SH3GL2"	2
