"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"L1CAM interactions"	"L1CAM interactions"	"12/208"	"97/7644"	1.11955678728928e-05	0.000419460609637716	0.000368471672448191	"DNM1/SCN3B/SH3GL2/PAK1/CHL1/L1CAM/SCN2A/SCN1A/SCN8A/SCN3A/CNTN6/SCN7A"	12
"M1"	"G alpha (q) signalling events"	"G alpha (q) signalling events"	"17/208"	"189/7644"	1.37982941534035e-05	0.00043661803639913	0.000383543470820738	"CCK/ITPR1/PRKCE/GNG2/CHRM1/PLCB1/CHRM3/DGKB/RASGRP1/HTR2A/GRM1/TAC3/ADRA1B/MCHR1/GRM5/TAC1/HTR2C"	17
"M1"	"Amine ligand-binding receptors"	"Amine ligand-binding receptors"	"8/208"	"42/7644"	1.39842075715024e-05	0.00043661803639913	0.000383543470820738	"CHRM1/CHRM3/HTR2A/DRD1/HTR5A/ADRA1B/HTR1E/HTR2C"	8
"M1"	"Neurotransmitter Release Cycle"	"Neurotransmitter Release Cycle"	"8/208"	"42/7644"	1.39842075715024e-05	0.00043661803639913	0.000383543470820738	"SNAP25/SYT1/SYN2/RAB3A/GAD1/GAD2/SLC32A1/SYN3"	8
"M1"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"28/208"	"441/7644"	2.12599275894434e-05	0.00059740396526336	0.00052478452839205	"GABBR2/CCK/GNG2/CHRM1/CNR1/CHRM3/SSTR1/NPY1R/HTR2A/GRM1/SST/RXFP1/PDYN/DRD1/HTR5A/OPRK1/TAC3/ADRA1B/MCHR1/ADCYAP1/GRM5/PTGER3/GLP2R/TAC1/HTR1E/HTR2C/OPN3/PTH2R"	28
"M1"	"GPCR ligand binding"	"GPCR ligand binding"	"28/208"	"441/7644"	2.12599275894434e-05	0.00059740396526336	0.00052478452839205	"GABBR2/CCK/GNG2/CHRM1/CNR1/CHRM3/SSTR1/NPY1R/HTR2A/GRM1/SST/RXFP1/PDYN/DRD1/HTR5A/OPRK1/TAC3/ADRA1B/MCHR1/ADCYAP1/GRM5/PTGER3/GLP2R/TAC1/HTR1E/HTR2C/OPN3/PTH2R"	28
"M1"	"Trafficking of GluR2-containing AMPA receptors"	"Trafficking of GluR2-containing AMPA receptors"	"5/208"	"16/7644"	4.86234510098651e-05	0.00130125616512115	0.00114307762023192	"NSF/PRKCB/GRIA2/PRKCG/GRIP1"	5
"M1"	"Gastrin-CREB signalling pathway via PKC and MAPK"	"Gastrin-CREB signalling pathway via PKC and MAPK"	"17/208"	"217/7644"	8.12799767556601e-05	0.00207633395166732	0.00182393823437342	"CCK/ITPR1/PRKCE/GNG2/CHRM1/PLCB1/CHRM3/DGKB/RASGRP1/HTR2A/GRM1/TAC3/ADRA1B/MCHR1/GRM5/TAC1/HTR2C"	17
"M1"	"Dopamine Neurotransmitter Release Cycle"	"Dopamine Neurotransmitter Release Cycle"	"5/208"	"18/7644"	9.12255413881644e-05	0.00213619809417285	0.00187652539083549	"SNAP25/SYT1/SYN2/RAB3A/SYN3"	5
"M1"	"Serotonin Neurotransmitter Release Cycle"	"Serotonin Neurotransmitter Release Cycle"	"5/208"	"18/7644"	9.12255413881644e-05	0.00213619809417285	0.00187652539083549	"SNAP25/SYT1/SYN2/RAB3A/SYN3"	5
"M1"	"Class A/1 (Rhodopsin-like receptors)"	"Class A/1 (Rhodopsin-like receptors)"	"21/208"	"314/7644"	0.000118885758912601	0.00267255186035526	0.00234768088126357	"CCK/CHRM1/CNR1/CHRM3/SSTR1/NPY1R/HTR2A/SST/RXFP1/PDYN/DRD1/HTR5A/OPRK1/TAC3/ADRA1B/MCHR1/PTGER3/TAC1/HTR1E/HTR2C/OPN3"	21
"M1"	"Adherens junctions interactions"	"Adherens junctions interactions"	"6/208"	"30/7644"	0.000129840584647438	0.00280655417584077	0.00246539409715176	"CADM2/CDH13/CDH8/CDH18/CDH9/CDH12"	6
"M1"	"Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	"Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	"4/208"	"12/7644"	0.000222081578648738	0.00445749454287825	0.00391564888670144	"CACNA1B/CACNA2D1/CACNB4/CACNG2"	4
"M1"	"Serotonin receptors"	"Serotonin receptors"	"4/208"	"12/7644"	0.000222081578648738	0.00445749454287825	0.00391564888670144	"HTR2A/HTR5A/HTR1E/HTR2C"	4
"M1"	"Sema3A PAK dependent Axon repulsion"	"Sema3A PAK dependent Axon repulsion"	"4/208"	"16/7644"	0.000749487233487938	0.014524545697249	0.012758965971174	"PAK1/PAK3/PLXNA4/SEMA3A"	4
"M1"	"Unblocking of NMDA receptor, glutamate binding and activation"	"Unblocking of NMDA receptor, glutamate binding and activation"	"4/208"	"17/7644"	0.000959370365314699	0.0179136254398152	0.0157360747916714	"GRIA2/CAMK2D/GRIN2B/GRIN2A"	4
"M1"	"EPH-Ephrin signaling"	"EPH-Ephrin signaling"	"9/208"	"94/7644"	0.000988118129242477	0.0179136254398152	0.0157360747916714	"DNM1/PAK1/NGEF/GRIN2B/EPHA4/PAK3/RASA1/EPHA5/EPHA3"	9
"M1"	"Regulation of insulin secretion"	"Regulation of insulin secretion"	"8/208"	"77/7644"	0.00110324480628154	0.0193757369103195	0.0170204544126987	"SNAP25/ITPR1/GNG2/PRKAR2B/PLCB1/CHRM3/KCNC2/AKAP5"	8
"M1"	"DAG and IP3 signaling"	"DAG and IP3 signaling"	"5/208"	"31/7644"	0.00135644593537533	0.0231006853236648	0.0202926042644667	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B"	5
"M1"	"Opioid Signalling"	"Opioid Signalling"	"8/208"	"80/7644"	0.00141776156591566	0.0234347647071942	0.0205860735112831	"PPP3CA/PRKCG/ITPR1/PDE1A/GNG2/PRKAR2B/PLCB1/PDYN"	8
"M1"	"Platelet calcium homeostasis"	"Platelet calcium homeostasis"	"4/208"	"19/7644"	0.00149709909361574	0.024039134017487	0.0211169766888957	"ATP2B1/ITPR1/ATP2B3/SLC8A1"	4
"M1"	"EGFR interacts with phospholipase C-gamma"	"EGFR interacts with phospholipase C-gamma"	"5/208"	"33/7644"	0.00181298804095203	0.0270928266699647	0.0237994675186616	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B"	5
"M1"	"PLC-gamma1 signalling"	"PLC-gamma1 signalling"	"5/208"	"33/7644"	0.00181298804095203	0.0270928266699647	0.0237994675186616	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B"	5
"M1"	"Neurotoxicity of clostridium toxins"	"Neurotoxicity of clostridium toxins"	"4/208"	"20/7644"	0.00183189931220402	0.0270928266699647	0.0237994675186616	"SNAP25/SYT1/SV2B/SYT2"	4
"M1"	"G alpha (i) signalling events"	"G alpha (i) signalling events"	"15/208"	"236/7644"	0.00189731066263471	0.0273407331384797	0.0240172388873328	"GABBR2/RGS4/GNG2/CNR1/RGS7/SSTR1/NPY1R/SST/PDYN/HTR5A/OPRK1/MCHR1/PTGER3/HTR1E/OPN3"	15
"M1"	"Integration of energy metabolism"	"Integration of energy metabolism"	"9/208"	"104/7644"	0.00202056116112957	0.0278225736301067	0.0244405076466005	"SNAP25/ITPR1/GNG2/PRKAR2B/PLCB1/CHRM3/KCNC2/AKAP5/PRKAA2"	9
"M1"	"Reduction of cytosolic Ca++ levels"	"Reduction of cytosolic Ca++ levels"	"3/208"	"10/7644"	0.00206887648921853	0.0278225736301067	0.0244405076466005	"ATP2B1/ATP2B3/SLC8A1"	3
"M1"	"PLCG1 events in ERBB2 signaling"	"PLCG1 events in ERBB2 signaling"	"5/208"	"34/7644"	0.00207926706844213	0.0278225736301067	0.0244405076466005	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B"	5
"M1"	"Phospholipase C-mediated cascade"	"Phospholipase C-mediated cascade"	"6/208"	"54/7644"	0.00328410395090447	0.0429224748932166	0.037704889913689	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/FGF9"	6
"M1"	"Orphan transporters"	"Orphan transporters"	"9/208"	"114/7644"	0.00377592297510738	0.0482288343638715	0.0423662171130469	"TUBB2A/GABRB3/GABRA5/GABRA1/GABRG2/GABRB2/GABRA2/ANO3/GABRA4"	9
"M1"	"NGF signalling via TRKA from the plasma membrane"	"NGF signalling via TRKA from the plasma membrane"	"13/208"	"206/7644"	0.00399856942001365	0.0493251988240516	0.0433293093247429	"DNM1/SH3GL2/MEF2C/PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/KITLG/SHC3/RIT2/ADCYAP1/FGF9"	13
"M1"	"Activation of G protein gated Potassium channels"	"Activation of G protein gated Potassium channels"	"4/208"	"25/7644"	0.00430059562700806	0.0493251988240516	0.0433293093247429	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Effects of PIP2 hydrolysis"	"Effects of PIP2 hydrolysis"	"4/208"	"25/7644"	0.00430059562700806	0.0493251988240516	0.0433293093247429	"ITPR1/PRKCE/DGKB/RASGRP1"	4
"M1"	"G protein gated Potassium channels"	"G protein gated Potassium channels"	"4/208"	"25/7644"	0.00430059562700806	0.0493251988240516	0.0433293093247429	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	"4/208"	"25/7644"	0.00430059562700806	0.0493251988240516	0.0433293093247429	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"	"5/208"	"42/7644"	0.00533246456294175	0.0599369016874653	0.0526510711583091	"ITPR1/GNG2/PRKAR2B/KCNC2/AKAP5"	5
"M1"	"Cell-cell junction organization"	"Cell-cell junction organization"	"6/208"	"60/7644"	0.00556457831433578	0.061319470836406	0.0538655774906807	"CADM2/CDH13/CDH8/CDH18/CDH9/CDH12"	6
"M1"	"PLC beta mediated events"	"PLC beta mediated events"	"5/208"	"43/7644"	0.00590343113554978	0.0638024672726726	0.0560467449913531	"PRKCG/ITPR1/PDE1A/PRKAR2B/PLCB1"	5
"M1"	"G-protein mediated events"	"G-protein mediated events"	"5/208"	"44/7644"	0.00651614559039084	0.0678161818851788	0.059572559101234	"PRKCG/ITPR1/PDE1A/PRKAR2B/PLCB1"	5
"M1"	"Inositol phosphate metabolism"	"Inositol phosphate metabolism"	"5/208"	"44/7644"	0.00651614559039084	0.0678161818851788	0.059572559101234	"SYNJ1/PLCB1/IMPA1/NUDT11/NUDT10"	5
"M1"	"CREB phosphorylation through the activation of CaMKII"	"CREB phosphorylation through the activation of CaMKII"	"3/208"	"15/7644"	0.00709486860070405	0.0724966573381032	0.063684083707755	"CAMK2D/GRIN2B/GRIN2A"	3
"M1"	"G alpha (z) signalling events"	"G alpha (z) signalling events"	"5/208"	"46/7644"	0.00787287711102545	0.0790099452927912	0.0694056271629876	"PRKCB/RGS4/PRKCG/PRKCE/GNG2"	5
"M1"	"CRMPs in Sema3A signaling"	"CRMPs in Sema3A signaling"	"3/208"	"16/7644"	0.00855918737775392	0.0843905843210123	0.0741322046198816	"CDK5R1/PLXNA4/SEMA3A"	3
"M1"	"HS-GAG biosynthesis"	"HS-GAG biosynthesis"	"4/208"	"31/7644"	0.00942200857953749	0.0888520083805462	0.0780513053577002	"HS3ST2/GPC5/HS6ST2/NDST3"	4
"M1"	"Inwardly rectifying K+ channels"	"Inwardly rectifying K+ channels"	"4/208"	"31/7644"	0.00942200857953749	0.0888520083805462	0.0780513053577002	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Semaphorin interactions"	"Semaphorin interactions"	"6/208"	"67/7644"	0.00948597954240706	0.0888520083805462	0.0780513053577002	"PAK1/CDK5R1/PAK3/PLXNA4/MET/SEMA3A"	6
"M1"	"Acetylcholine Neurotransmitter Release Cycle"	"Acetylcholine Neurotransmitter Release Cycle"	"3/208"	"17/7644"	0.0101877195947052	0.092346748584263	0.0811212307286371	"SNAP25/SYT1/RAB3A"	3
"M1"	"Ras activation uopn Ca2+ infux through NMDA receptor"	"Ras activation uopn Ca2+ infux through NMDA receptor"	"3/208"	"17/7644"	0.0101877195947052	0.092346748584263	0.0811212307286371	"CAMK2D/GRIN2B/GRIN2A"	3
"M1"	"Signaling by Robo receptor"	"Signaling by Robo receptor"	"4/208"	"32/7644"	0.0105433565300469	0.0940534344426407	0.0826204546798998	"PAK1/CAP2/PAK3/ROBO2"	4
"M1"	"Signalling by NGF"	"Signalling by NGF"	"15/208"	"287/7644"	0.0114695984318836	0.100717411229978	0.0884743694827864	"DNM1/SH3GL2/MEF2C/NGEF/PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/KITLG/MCF2/SHC3/RIT2/ADCYAP1/FGF9"	15
"M1"	"Norepinephrine Neurotransmitter Release Cycle"	"Norepinephrine Neurotransmitter Release Cycle"	"3/208"	"18/7644"	0.0119837811649303	0.103613615610628	0.0910185160542887	"SNAP25/SYT1/RAB3A"	3
"M1"	"EPHA-mediated growth cone collapse"	"EPHA-mediated growth cone collapse"	"4/208"	"34/7644"	0.0130366490496596	0.111009041907708	0.0975149665756039	"NGEF/EPHA4/EPHA5/EPHA3"	4
"M1"	"Glutamate Neurotransmitter Release Cycle"	"Glutamate Neurotransmitter Release Cycle"	"3/208"	"21/7644"	0.0184007427282736	0.154346528556563	0.135584420103068	"SNAP25/SYT1/RAB3A"	3
"M1"	"Platelet homeostasis"	"Platelet homeostasis"	"6/208"	"79/7644"	0.0202351163409738	0.164790742643101	0.144759052818158	"ATP2B1/ITPR1/PDE1A/GNG2/ATP2B3/SLC8A1"	6
"M1"	"Activation of GABAB receptors"	"Activation of GABAB receptors"	"4/208"	"39/7644"	0.0208187593018864	0.164790742643101	0.144759052818158	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	"4/208"	"39/7644"	0.0208187593018864	0.164790742643101	0.144759052818158	"GRIA2/CAMK2D/GRIN2B/GRIN2A"	4
"M1"	"GABA B receptor activation"	"GABA B receptor activation"	"4/208"	"39/7644"	0.0208187593018864	0.164790742643101	0.144759052818158	"GABBR2/GNG2/KCNJ4/KCNJ3"	4
"M1"	"G alpha (s) signalling events"	"G alpha (s) signalling events"	"8/208"	"126/7644"	0.0213353188594709	0.166534016653092	0.146290417325904	"PDE1A/GNG2/RXFP1/DRD1/VIP/ADCYAP1/GLP2R/PTH2R"	8
"M1"	"Uptake and actions of bacterial toxins"	"Uptake and actions of bacterial toxins"	"4/208"	"40/7644"	0.0226531122673162	0.174397932797695	0.153198408844575	"SNAP25/SYT1/SV2B/SYT2"	4
"M1"	"Cell junction organization"	"Cell junction organization"	"6/208"	"85/7644"	0.0278824307195987	0.207025320378913	0.181859665213917	"CADM2/CDH13/CDH8/CDH18/CDH9/CDH12"	6
"M1"	"Acetylcholine regulates insulin secretion"	"Acetylcholine regulates insulin secretion"	"2/208"	"10/7644"	0.0287175948364853	0.207025320378913	0.181859665213917	"PLCB1/CHRM3"	2
"M1"	"Creatine metabolism"	"Creatine metabolism"	"2/208"	"10/7644"	0.0287175948364853	0.207025320378913	0.181859665213917	"SLC6A7/CKMT1A"	2
"M1"	"Synthesis of pyrophosphates in the cytosol"	"Synthesis of pyrophosphates in the cytosol"	"2/208"	"10/7644"	0.0287175948364853	0.207025320378913	0.181859665213917	"NUDT11/NUDT10"	2
"M1"	"Ion transport by P-type ATPases"	"Ion transport by P-type ATPases"	"4/208"	"43/7644"	0.0287330515828385	0.207025320378913	0.181859665213917	"ATP1A3/ATP2B1/ATP8A2/ATP2B3"	4
"M1"	"Calmodulin induced events"	"Calmodulin induced events"	"3/208"	"26/7644"	0.032583995692308	0.228902569738464	0.201077552364375	"PRKCG/PDE1A/PRKAR2B"	3
"M1"	"CaM pathway"	"CaM pathway"	"3/208"	"26/7644"	0.032583995692308	0.228902569738464	0.201077552364375	"PRKCG/PDE1A/PRKAR2B"	3
"M1"	"Peptide ligand-binding receptors"	"Peptide ligand-binding receptors"	"10/208"	"190/7644"	0.0343424502071885	0.233465169734678	0.205085530259532	"CCK/SSTR1/NPY1R/SST/RXFP1/PDYN/OPRK1/TAC3/MCHR1/TAC1"	10
"M1"	"Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"	"Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"	"2/208"	"11/7644"	0.034479731473271	0.233465169734678	0.205085530259532	"CHRNB2/CHRNA2"	2
"M1"	"Synthesis of IP2, IP, and Ins in the cytosol"	"Synthesis of IP2, IP, and Ins in the cytosol"	"2/208"	"11/7644"	0.034479731473271	0.233465169734678	0.205085530259532	"SYNJ1/IMPA1"	2
"M1"	"CREB phosphorylation through the activation of Ras"	"CREB phosphorylation through the activation of Ras"	"3/208"	"27/7644"	0.0359421424497791	0.237640988903246	0.208753743764042	"CAMK2D/GRIN2B/GRIN2A"	3
"M1"	"Recycling pathway of L1"	"Recycling pathway of L1"	"3/208"	"27/7644"	0.0359421424497791	0.237640988903246	0.208753743764042	"DNM1/SH3GL2/L1CAM"	3
"M1"	"Ca-dependent events"	"Ca-dependent events"	"3/208"	"28/7644"	0.039471331168131	0.254965790082905	0.223972570797682	"PRKCG/PDE1A/PRKAR2B"	3
"M1"	"CD28 dependent Vav1 pathway"	"CD28 dependent Vav1 pathway"	"2/208"	"12/7644"	0.0406470218809151	0.254965790082905	0.223972570797682	"PAK1/PAK3"	2
"M1"	"Peptide hormone biosynthesis"	"Peptide hormone biosynthesis"	"2/208"	"12/7644"	0.0406470218809151	0.254965790082905	0.223972570797682	"PCSK1/INHA"	2
"M1"	"Presynaptic nicotinic acetylcholine receptors"	"Presynaptic nicotinic acetylcholine receptors"	"2/208"	"12/7644"	0.0406470218809151	0.254965790082905	0.223972570797682	"CHRNB2/CHRNA2"	2
"M1"	"EPH-ephrin mediated repulsion of cells"	"EPH-ephrin mediated repulsion of cells"	"4/208"	"48/7644"	0.0408308204759101	0.254965790082905	0.223972570797682	"DNM1/EPHA4/EPHA5/EPHA3"	4
"M1"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	"6/208"	"94/7644"	0.0425800176888608	0.262966702649888	0.231000905680459	"SLC12A5/SLC4A10/SLC8A1/SLC6A15/SLC17A6/SLC32A1"	6
"M1"	"Glucagon-type ligand receptors"	"Glucagon-type ligand receptors"	"3/208"	"30/7644"	0.0470350714469474	0.285190083072168	0.250522848774765	"GNG2/ADCYAP1/GLP2R"	3
"M1"	"Retrograde neurotrophin signalling"	"Retrograde neurotrophin signalling"	"2/208"	"13/7644"	0.0471933767361417	0.285190083072168	0.250522848774765	"DNM1/SH3GL2"	2
"M1"	"Acetylcholine Binding And Downstream Events"	"Acetylcholine Binding And Downstream Events"	"2/208"	"14/7644"	0.0540938146691426	0.310211467796511	0.272502675400944	"CHRNB2/CHRNA2"	2
"M1"	"Activation of Nicotinic Acetylcholine Receptors"	"Activation of Nicotinic Acetylcholine Receptors"	"2/208"	"14/7644"	0.0540938146691426	0.310211467796511	0.272502675400944	"CHRNB2/CHRNA2"	2
"M1"	"Activation of Rac"	"Activation of Rac"	"2/208"	"14/7644"	0.0540938146691426	0.310211467796511	0.272502675400944	"PAK1/PAK3"	2
"M1"	"Postsynaptic nicotinic acetylcholine receptors"	"Postsynaptic nicotinic acetylcholine receptors"	"2/208"	"14/7644"	0.0540938146691426	0.310211467796511	0.272502675400944	"CHRNB2/CHRNA2"	2
"M1"	"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"	"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"	"2/208"	"14/7644"	0.0540938146691426	0.310211467796511	0.272502675400944	"PLXNA4/SEMA3A"	2
"M1"	"VEGFR2 mediated cell proliferation"	"VEGFR2 mediated cell proliferation"	"3/208"	"32/7644"	0.0552569410138082	0.313680816664244	0.275550295964657	"PRKCB/ITPR1/RASA1"	3
"M1"	"Heparan sulfate/heparin (HS-GAG) metabolism"	"Heparan sulfate/heparin (HS-GAG) metabolism"	"4/208"	"54/7644"	0.0586232757004572	0.329462809436569	0.289413855826468	"HS3ST2/GPC5/HS6ST2/NDST3"	4
"M1"	"N-Glycan antennae elongation"	"N-Glycan antennae elongation"	"2/208"	"15/7644"	0.0613244217565946	0.337885539482414	0.296812732753797	"ST8SIA3/B4GALT6"	2
"M1"	"WNT5A-dependent internalization of FZD4"	"WNT5A-dependent internalization of FZD4"	"2/208"	"15/7644"	0.0613244217565946	0.337885539482414	0.296812732753797	"PRKCB/PRKCG"	2
"M1"	"Cell-Cell communication"	"Cell-Cell communication"	"7/208"	"130/7644"	0.0638678297429287	0.34848272150996	0.306121738880261	"PAK1/CADM2/CDH13/CDH8/CDH18/CDH9/CDH12"	7
"M1"	"VEGFA-VEGFR2 Pathway"	"VEGFA-VEGFR2 Pathway"	"6/208"	"105/7644"	0.0661678116880055	0.357560674698645	0.314096191110066	"PRKCB/PAK1/WASF1/ITPR1/PAK3/RASA1"	6
"M1"	"Post NMDA receptor activation events"	"Post NMDA receptor activation events"	"3/208"	"35/7644"	0.06877435241413	0.368106533873724	0.323360113105032	"CAMK2D/GRIN2B/GRIN2A"	3
"M1"	"Downstream signal transduction"	"Downstream signal transduction"	"8/208"	"161/7644"	0.0721986703206747	0.382789176605841	0.336257958097283	"PRKCG/ITPR1/PRKCE/PDE1A/PRKAR2B/RASA1/KITLG/FGF9"	8
"M1"	"Zinc transporters"	"Zinc transporters"	"2/208"	"17/7644"	0.0766855914204684	0.40277852690003	0.353817436066893	"SLC39A10/SLC30A3"	2
"M1"	"Ca2+ pathway"	"Ca2+ pathway"	"4/208"	"61/7644"	0.0837940221458417	0.433114586806862	0.380465894760101	"PPP3CA/ITPR1/GNG2/PLCB1"	4
"M1"	"cGMP effects"	"cGMP effects"	"2/208"	"18/7644"	0.0847733177024107	0.433114586806862	0.380465894760101	"ITPR1/PDE1A"	2
